49||T||A59|61000|0.04|60|61000|60|1000|1123.4078|1123.4078|61000|0|61000|||||||61000|61000|
50||B||R|34000|0.1|42|34000|42|1000|962.7719|962.7719|34000|0|34000|||||||34000|34000|
51||T||A59|40000|0.06|24|40000|24|1000|1772.8244|1772.8244|40000|0|40000|||||||40000|40000|
52||T||R|136000|0.07|60|136000|60|1000|2692.963|2692.963|136000|0|136000|||||||136000|136000|
53||M||N|63000|0.08|54|63000|54|1000|1393.0826|1393.0826|63000|0|63000|||||||63000|63000|
54||B||A59|77000|0.09|18|77000|18|1000|4589.0201|4589.0201|77000|0|77000|||||||77000|77000|
55||B||R|28000|0.18|36|28000|36|1000|1012.2671|1012.2671|28000|0|28000|||||||28000|28000|
56||M||R|66000|0.05|12|66000|12|1000|5650.0938|5650.0938|66000|0|66000|||||||66000|66000|
57||T||N|143000|0.13|36|143000|36|1000|4818.2351|4818.2351|143000|0|143000|||||||143000|143000|
58||T||N|4000|0.08|30|4000|30|1000|147.5533|147.5533|4000|0|4000|||||||4000|4000|
59||T||A59|69000|0.07|60|69000|60|1000|1366.2827|1366.2827|69000|0|69000|||||||69000|69000|
60||T||R|133000|0.12|60|133000|60|1000|2958.5115|2958.5115|133000|0|133000|||||||133000|133000|
61||T||N|121000|0.18|30|121000|30|1000|5038.3418|5038.3418|121000|0|121000|||||||121000|121000|
62||S||N|23000|0.04|48|23000|48|1000|519.3183|519.3183|23000|0|23000|||||||23000|23000|
63||T||N|38000|0.08|12|38000|12|1000|3305.5603|3305.5603|38000|0|38000|||||||38000|38000|
64||M||N|9000|0.18|54|9000|54|1000|244.3624|244.3624|9000|0|9000|||||||9000|9000|
65||M||A59|96000|0.1|12|96000|12|1000|8439.9252|8439.9252|96000|0|96000|||||||96000|96000|
66||S||A59|108000|0.05|36|108000|36|1000|3236.8569|3236.8569|108000|0|108000|||||||108000|108000|
67||M||R|70000|0.16|24|70000|24|1000|3427.4177|3427.4177|70000|0|70000|||||||70000|70000|
68||A||N|86000|0.05|42|86000|42|1000|2236.2608|2236.2608|86000|0|86000|||||||86000|86000|
69||S||N|29000|0.16|18|29000|18|1000|1822.8364|1822.8364|29000|0|29000|||||||29000|29000|
70||A||A59|58000|0.09|24|58000|24|1000|2649.7151|2649.7151|58000|0|58000|||||||58000|58000|
71||S||R|11000|0.14|42|11000|42|1000|332.7857|332.7857|11000|0|11000|||||||11000|11000|
72||T||R|98000|0.12|42|98000|42|1000|2869.0114|2869.0114|98000|0|98000|||||||98000|98000|
73||S||A59|42000|0.13|48|42000|48|1000|1126.7548|1126.7548|42000|0|42000|||||||42000|42000|
74||M||N|49000|0.11|42|49000|42|1000|1410.8992|1410.8992|49000|0|49000|||||||49000|49000|
75||T||R|48000|0.08|42|48000|42|1000|1314.0947|1314.0947|48000|0|48000|||||||48000|48000|
76||M||R|101000|0.08|18|101000|18|1000|5973.1702|5973.1702|101000|0|101000|||||||101000|101000|
77||M||N|90000|0.04|36|90000|36|1000|2657.1587|2657.1587|90000|0|90000|||||||90000|90000|
78||A||N|65000|0.16|48|65000|48|1000|1842.1183|1842.1183|65000|0|65000|||||||65000|65000|
79||S||R|129000|0.04|36|129000|36|1000|3808.5941|3808.5941|129000|0|129000|||||||129000|129000|
80||B||A59|140000|0.12|30|140000|30|1000|5424.7359|5424.7359|140000|0|140000|||||||140000|140000|
81||T||N|146000|0.1|54|146000|54|1000|3368.5715|3368.5715|146000|0|146000|||||||146000|146000|
82||B||R|73000|0.07|60|73000|60|1000|1445.4875|1445.4875|73000|0|73000|||||||73000|73000|
83||B||R|35000|0.09|30|35000|30|1000|1307.1856|1307.1856|35000|0|35000|||||||35000|35000|
84||S||A59|58000|0.17|18|58000|18|1000|3673.1455|3673.1455|58000|0|58000|||||||58000|58000|
85||T||A59|78000|0.18|24|78000|24|1000|3894.08|3894.08|78000|0|78000|||||||78000|78000|
86||S||N|139000|0.15|24|139000|24|1000|6739.6441|6739.6441|139000|0|139000|||||||139000|139000|
87||S||A59|9000|0.1|24|9000|24|1000|415.3043|415.3043|9000|0|9000|||||||9000|9000|
88||S||N|51000|0.18|54|51000|54|1000|1384.7204|1384.7204|51000|0|51000|||||||51000|51000|
89||B||R|101000|0.06|54|101000|54|1000|2138.8629|2138.8629|101000|0|101000|||||||101000|101000|
90||S||N|62000|0.06|30|62000|30|1000|2230.6929|2230.6929|62000|0|62000|||||||62000|62000|
91||A||A59|26000|0.11|42|26000|42|1000|748.6404|748.6404|26000|0|26000|||||||26000|26000|
92||B||R|79000|0.06|48|79000|48|1000|1855.3173|1855.3173|79000|0|79000|||||||79000|79000|
93||T||A59|90000|0.09|48|90000|48|1000|2239.6538|2239.6538|90000|0|90000|||||||90000|90000|
94||M||A59|82000|0.11|54|82000|54|1000|1932.042|1932.042|82000|0|82000|||||||82000|82000|
95||A||R|109000|0.04|60|109000|60|1000|2007.4009|2007.4009|109000|0|109000|||||||109000|109000|
96||B||R|12000|0.18|24|12000|24|1000|599.0892|599.0892|12000|0|12000|||||||12000|12000|
97||A||A59|15000|0.05|30|15000|30|1000|532.9405|532.9405|15000|0|15000|||||||15000|15000|
98||M||A59|104000|0.07|60|104000|60|1000|2059.3246|2059.3246|104000|0|104000|||||||104000|104000|
99||S||A59|142000|0.04|18|142000|18|1000|8141.059|8141.059|142000|0|142000|||||||142000|142000|
