36||M||R|59000|0.06|54|6.0|54|1000|1249.4348|1249.4348|59000|0|59000|||||||59000|59000|
37||B||A59|120000|0.08|18|8.0|18|1000|7096.8358|7096.8358|120000|0|120000|||||||120000|120000|
38||M||R|73000|0.13|30|13.0|30|1000|2863.1731|2863.1731|73000|0|73000|||||||73000|73000|
39||T||A59|49000|0.17|24|17.0|24|1000|2422.6709|2422.6709|49000|0|49000|||||||49000|49000|
40||B||R|48000|0.09|12|9.0|12|1000|4197.6709|4197.6709|48000|0|48000|||||||48000|48000|
41||T||N|103000|0.09|24|9.0|24|1000|4705.5285|4705.5285|103000|0|103000|||||||103000|103000|
42||S||R|140000|0.13|42|13.0|42|1000|4166.6932|4166.6932|140000|0|140000|||||||140000|140000|
43||S||N|94000|0.18|42|18.0|42|1000|3032.8402|3032.8402|94000|0|94000|||||||94000|94000|
44||T||N|77000|0.18|60|18.0|60|1000|1955.2939|1955.2939|77000|0|77000|||||||77000|77000|
45||A||N|104000|0.08|42|8.0|42|1000|2847.2052|2847.2052|104000|0|104000|||||||104000|104000|
46||M||A59|145000|0.1|42|10.0|42|1000|4105.9388|4105.9388|145000|0|145000|||||||145000|145000|
47||A||R|60000|0.14|30|14.000000000000002|30|1000|2381.9018|2381.9018|60000|0|60000|||||||60000|60000|
48||A||R|80000|0.07|48|7.000000000000001|48|1000|1915.6996|1915.6996|80000|0|80000|||||||80000|80000|
49||M||A59|126000|0.06|12|6.0|12|1000|10844.3701|10844.3701|126000|0|126000|||||||126000|126000|
50||M||A59|125000|0.13|60|13.0|60|1000|2844.1341|2844.1341|125000|0|125000|||||||125000|125000|
51||M||N|11000|0.06|54|6.0|54|1000|232.9455|232.9455|11000|0|11000|||||||11000|11000|
52||M||A59|141000|0.08|12|8.0|12|1000|12265.3685|12265.3685|141000|0|141000|||||||141000|141000|
53||B||A59|70000|0.18|12|18.0|12|1000|6417.5995|6417.5995|70000|0|70000|||||||70000|70000|
54||T||A59|6000|0.06|24|6.0|24|1000|265.9237|265.9237|6000|0|6000|||||||6000|6000|
55||T||N|81000|0.18|42|18.0|42|1000|2613.4048|2613.4048|81000|0|81000|||||||81000|81000|
56||B||A59|86000|0.09|36|9.0|36|1000|2734.777|2734.777|86000|0|86000|||||||86000|86000|
57||S||R|96000|0.08|54|8.0|54|1000|2122.7925|2122.7925|96000|0|96000|||||||96000|96000|
58||T||A59|61000|0.05|60|5.0|60|1000|1151.1453|1151.1453|61000|0|61000|||||||61000|61000|
59||A||R|91000|0.16|36|16.0|36|1000|3199.29|3199.29|91000|0|91000|||||||91000|91000|
60||S||R|100000|0.16|24|16.0|24|1000|4896.3111|4896.3111|100000|0|100000|||||||100000|100000|
61||T||N|28000|0.12|42|12.0|42|1000|819.7175|819.7175|28000|0|28000|||||||28000|28000|
62||M||R|142000|0.13|48|13.0|48|1000|3809.5044|3809.5044|142000|0|142000|||||||142000|142000|
63||B||N|108000|0.11|54|11.0|54|1000|2544.6406|2544.6406|108000|0|108000|||||||108000|108000|
64||T||A59|46000|0.09|30|9.0|30|1000|1718.0154|1718.0154|46000|0|46000|||||||46000|46000|
65||M||A59|109000|0.16|36|16.0|36|1000|3832.1166|3832.1166|109000|0|109000|||||||109000|109000|
66||B||N|50000|0.09|60|9.0|60|1000|1037.9178|1037.9178|50000|0|50000|||||||50000|50000|
67||T||A59|57000|0.14|36|14.000000000000002|36|1000|1948.1249|1948.1249|57000|0|57000|||||||57000|57000|
68||B||N|84000|0.06|30|6.0|30|1000|3022.2291|3022.2291|84000|0|84000|||||||84000|84000|
69||S||N|95000|0.18|60|18.0|60|1000|2412.3756|2412.3756|95000|0|95000|||||||95000|95000|
70||B||A59|27000|0.11|60|11.0|60|1000|587.0454|587.0454|27000|0|27000|||||||27000|27000|
71||S||R|35000|0.07|12|7.000000000000001|12|1000|3028.4361|3028.4361|35000|0|35000|||||||35000|35000|
72||S||A59|5000|0.15|42|15.0|42|1000|153.7453|153.7453|5000|0|5000|||||||5000|5000|
73||B||R|72000|0.06|42|6.0|42|1000|1904.8476|1904.8476|72000|0|72000|||||||72000|72000|
74||B||N|9000|0.13|12|13.0|12|1000|803.8555|803.8555|9000|0|9000|||||||9000|9000|
75||T||A59|71000|0.16|36|16.0|36|1000|2496.1493|2496.1493|71000|0|71000|||||||71000|71000|
76||T||R|100000|0.05|54|5.0|54|1000|2071.8303|2071.8303|100000|0|100000|||||||100000|100000|
77||T||A59|147000|0.06|42|6.0|42|1000|3889.0638|3889.0638|147000|0|147000|||||||147000|147000|
78||S||N|28000|0.05|18|5.0|18|1000|1617.855|1617.855|28000|0|28000|||||||28000|28000|
79||A||R|88000|0.06|36|6.0|36|1000|2677.1305|2677.1305|88000|0|88000|||||||88000|88000|
80||B||A59|22000|0.08|18|8.0|18|1000|1301.0866|1301.0866|22000|0|22000|||||||22000|22000|
81||A||R|73000|0.16|30|16.0|30|1000|2968.332|2968.332|73000|0|73000|||||||73000|73000|
82||M||R|66000|0.14|18|14.000000000000002|18|1000|4086.4015|4086.4015|66000|0|66000|||||||66000|66000|
83||B||A59|119000|0.05|36|5.0|36|1000|3566.5368|3566.5368|119000|0|119000|||||||119000|119000|
84||M||R|53000|0.06|30|6.0|30|1000|1906.8827|1906.8827|53000|0|53000|||||||53000|53000|
85||B||R|64000|0.13|36|13.0|36|1000|2156.4129|2156.4129|64000|0|64000|||||||64000|64000|
86||M||R|26000|0.08|24|8.0|24|1000|1175.9096|1175.9096|26000|0|26000|||||||26000|26000|
87||T||N|86000|0.16|24|16.0|24|1000|4210.8275|4210.8275|86000|0|86000|||||||86000|86000|
88||B||N|68000|0.15|24|15.0|24|1000|3297.0921|3297.0921|68000|0|68000|||||||68000|68000|
89||B||A59|91000|0.13|18|13.0|18|1000|5591.731|5591.731|91000|0|91000|||||||91000|91000|
90||M||R|17000|0.06|60|6.0|60|1000|328.6576|328.6576|17000|0|17000|||||||17000|17000|
91||M||A59|119000|0.08|60|8.0|60|1000|2412.8909|2412.8909|119000|0|119000|||||||119000|119000|
92||S||R|94000|0.13|54|13.0|54|1000|2308.4199|2308.4199|94000|0|94000|||||||94000|94000|
93||M||A59|7000|0.12|48|12.0|48|1000|184.3368|184.3368|7000|0|7000|||||||7000|7000|
94||B||A59|108000|0.1|30|10.0|30|1000|4083.6323|4083.6323|108000|0|108000|||||||108000|108000|
95||B||A59|120000|0.05|30|5.0|30|1000|4263.5237|4263.5237|120000|0|120000|||||||120000|120000|
96||M||N|146000|0.13|60|13.0|60|1000|3321.9487|3321.9487|146000|0|146000|||||||146000|146000|
97||S||N|103000|0.07|54|7.000000000000001|54|1000|2229.0822|2229.0822|103000|0|103000|||||||103000|103000|
98||M||R|5000|0.17|42|17.0|42|1000|158.7729|158.7729|5000|0|5000|||||||5000|5000|
99||B||A59|64000|0.09|54|9.0|54|1000|1445.72|1445.72|64000|0|64000|||||||64000|64000|
